datapoint_id,misogynistic_text,neutral_text,severity,rewrite_severity,biasly_categories,canonical_categories,rationale
88fe356e-b350-4f8b-9ea6-3ee7d13bfc8d,"Women will lust after you. Now, it's your turn. I am Arden, okay?","Some women will lust after you. Now, it's your turn. I am Arden, okay?",458.0,88.0,gender_essentialism,traditional_gender_roles,
de23c0f4-0195-41a6-a7a4-e62bfba78495,"A woman like that, living in Columbus Circle, with all that money? It just doesn't make sense. You know, she hasn't left her apartment in years.","Someone like that, living in Columbus Circle, with all that money? It just doesn't make sense. You know, she hasn't left her apartment in years.",109.0,0.0,other,,
de23c0f4-0195-41a6-a7a4-e62bfba78495,"A woman like that, living in Columbus Circle, with all that money? It just doesn't make sense. You know, she hasn't left her apartment in years.","Someone like that, living in Columbus Circle, with all that money? It just doesn't make sense. You know, she hasn't left her apartment in years.",137.0,43.0,gender_essentialism|lacking_autonomy,second_class_citizenship|traditional_gender_roles,Idea that women (or certain types of women) shouldn't/can't have their own wealth
ff5e0d94-393d-4dd6-89ee-ff000701fb13,"Where did this come from? I have no idea. It must be that woman, or someone.","Where did this come from? I have no idea. It must be that person, or someone.",395.0,0.0,trivialization,assumptions_of_inferiority,
b3438b57-4170-4bdd-88ad-b7e3d5af51cb,"Babe, it sounds like Emma was a lot more messed up than anyone realized. No. Look, I just don't believe she would want to kill herself.","It sounds like Emma was a lot more messed up than anyone realized. No. Look, I just can't believe she would want to kill herself.",74.0,0.0,trivialization,assumptions_of_inferiority,
b3438b57-4170-4bdd-88ad-b7e3d5af51cb,"Babe, it sounds like Emma was a lot more messed up than anyone realized. No. Look, I just don't believe she would want to kill herself.","It sounds like Emma was a lot more messed up than anyone realized. No. Look, I just don't believe she would want to kill herself.",206.0,0.0,trivialization,assumptions_of_inferiority,
02ffe58e-518a-4cd6-8272-9f19a9105021,"You've got a couple of goons that work for you, one of them has got a woman's name? Yeah, they don't work for me anymore. Does a kid named Duane, have a marker with you?","You've got a couple of goons that work for you? Yeah, they don't work for me anymore. Does a kid named Duane, have a marker with you?",78.0,0.0,gender_essentialism,traditional_gender_roles,
ed210132-4792-4415-8785-8a18f02a4eb3,"Man, my mind is just spinning. Anyway, the point of all this is that it's finally gonna happen. And if Gloria thinks she can stop me, that old bitch doesn't know who she's dealing with.","Man, my mind is just spinning. Anyway, the point of all this is that it's finally gonna happen. And if Gloria thinks she can stop me, she doesn't know who she's dealing with.",418.0,0.0,gendered_slurs,use_of_sexist_language,
ed210132-4792-4415-8785-8a18f02a4eb3,"Man, my mind is just spinning. Anyway, the point of all this is that it's finally gonna happen. And if Gloria thinks she can stop me, that old bitch doesn't know who she's dealing with.","Man, my mind is just spinning. Anyway, the point of all this is that it's finally gonna happen. And if Gloria thinks she can stop me, she doesn't know who she's dealing with.",149.0,0.0,gendered_slurs,use_of_sexist_language,
ed210132-4792-4415-8785-8a18f02a4eb3,"Man, my mind is just spinning. Anyway, the point of all this is that it's finally gonna happen. And if Gloria thinks she can stop me, that old bitch doesn't know who she's dealing with.","Man, my mind is just spinning. Anyway, the point of all this is that it's finally gonna happen. And if Gloria thinks she can stop me, then she doesn't know who she's dealing with.",849.0,0.0,gendered_slurs,use_of_sexist_language,
d8bead1a-2674-412d-ad6a-fcc94e5645a3,"It kind of looks like you've done that before. Back in Xingjian, I was pre-med. She's a woman of many talents.","It kind of looks like you've done that before. Back in Xingjian, I was pre-med. She's a person of many talents.",98.0,0.0,gender_essentialism,traditional_gender_roles,
16ba8326-77c0-4a02-b6c9-e9f001febeb9,"Right. Can of peaches try to take a bite out of your arm? Novella, you're a beautiful woman, alright?","Right. Can of peaches try to take a bite out of your arm? Novella, you're a wonderful person, alright?",79.0,0.0,sexualization,sexual_objectification,
16ba8326-77c0-4a02-b6c9-e9f001febeb9,"Right. Can of peaches try to take a bite out of your arm? Novella, you're a beautiful woman, alright?","Right. Can of peaches try to take a bite out of your arm? Novella, you're beautiful, alright?",475.0,0.0,trivialization,assumptions_of_inferiority,
b1151acb-9837-4998-8894-911f11db5b01,"She has long brown hair and... she's beautiful. Father, what do you think this woman is capable of? I've been asking myself the same question.","She has long brown hair and... she's very charming. Father, what do you think this woman is capable of? I've been asking myself the same question.",77.0,0.0,sexualization,sexual_objectification,
b1151acb-9837-4998-8894-911f11db5b01,"She has long brown hair and... she's beautiful. Father, what do you think this woman is capable of? I've been asking myself the same question.","She has long brown hair and... she's beautiful. Father, what do you think she is capable of? I've been asking myself the same question.",403.0,63.0,trivialization,assumptions_of_inferiority,
e018dd88-9f01-4502-97b2-145c55531bb1,"And, girls, if we're seriously planning on producing a campaign with thousands of women in DC, we're gonna need real money, or this whole thing is going to fall apart. Okay ; the universe is not going to fall apart, Chicken Little. The universe has a plan.","And if we're seriously planning on producing a campaign with thousands of women in DC, we're gonna need real money, or this whole thing is going to fall apart. Okay",118.0,0.0,trivialization,assumptions_of_inferiority,
e018dd88-9f01-4502-97b2-145c55531bb1,"And, girls, if we're seriously planning on producing a campaign with thousands of women in DC, we're gonna need real money, or this whole thing is going to fall apart. Okay ; the universe is not going to fall apart, Chicken Little. The universe has a plan.","And, if we're seriously planning on producing a campaign with thousands of women in DC, we're gonna need real money, or this whole thing is going to fall apart. Okay ; the universe is not going to fall apart, Chicken Little. The universe has a plan.",307.0,0.0,trivialization,assumptions_of_inferiority,
1a8f7af6-7aa6-4d24-a2fb-9e7992b1e0c5,"Three percent body fat, BP 120 over 75. You are in perfect physical condition... for a middle-aged woman! Thought you claimed to be an athlete.","Three percent body fat, BP 120 over 75. You are in perfect physical condition... for a middle-aged couch potato! Thought you claimed to be an athlete.",372.0,0.0,other,,"I am assuming the speaker is addressing someone who is not a middle-aged woman and is using ""middle-aged woman"" as an insult."
1a8f7af6-7aa6-4d24-a2fb-9e7992b1e0c5,"Three percent body fat, BP 120 over 75. You are in perfect physical condition... for a middle-aged woman! Thought you claimed to be an athlete.","Three percent body fat, BP 120 over 75. You are in perfect physical condition for your age! Thought you claimed to be an athlete.",134.0,0.0,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,
ba2ae385-0253-4061-a5c4-e40841fde368,"Amo, Amo! Don't give this woman any trouble. No, I won't.","Amo, Amo! Don't give her any trouble. No, I won't.",332.0,0.0,trivialization,assumptions_of_inferiority,
56aa87ee-eb71-4903-9b39-5904bfdaebf7,"You met her granddaughter? Yeah, I did. She's very pretty.","You met her granddaughter? Yeah, I did. She's lovely.",41.0,18.0,sexualization,sexual_objectification,
1aa9a23a-a9e9-4974-a603-87767dea012f,"Meet Madison Morgan. As she would tell you herself, she's the hottest girl in school. Even the gay guys wanna date her.","Meet Madison Morgan. As she would tell you herself, she's the prettiest girl in school. Even the gay guys wanna date her.",169.0,131.0,sexualization,sexual_objectification,
28d2920b-62ce-4e5a-ab8b-70f7c8ac1b50,You look like a Tim Burton creature. Hey. What was going on with you and Danny?,You look like you should be in a Tim Burton movie. Hey. What was going on with you and Danny? ,529.0,0.0,dehumanization,use_of_sexist_language,
fc8d15ad-bea3-4929-8764-e1013547cef4,"Yeah, you heard what the lady said. Get me some alcohol. Um... Okay, great.","Yeah, you heard what she said. Get me some alcohol. Um... Okay, great.",56.0,0.0,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,"It's debatable, but the word ""lady"" can come across as infantilizing/representing women as ""dainty"", ""delicate"", etc."
fc8d15ad-bea3-4929-8764-e1013547cef4,"Yeah, you heard what the lady said. Get me some alcohol. Um... Okay, great.","Yeah, you heard what she said. Get me some alcohol. Um... Okay, great.",311.0,0.0,trivialization,assumptions_of_inferiority,
a50299d7-bdc8-4043-bee6-73945f7a09c7,Are you nuts? What? She's underage for drinking and you're dragging her out to your wild orgy.,Are you nuts? What? She's underage for drinking and you're inviting her to your wild orgy.,263.0,153.0,lacking_autonomy,second_class_citizenship,Implies that the woman in question can't decide for herself whether she attends this event/that the man has the authority to drag her there
a50299d7-bdc8-4043-bee6-73945f7a09c7,Are you nuts? What? She's underage for drinking and you're dragging her out to your wild orgy.,Are you nuts? What? She's underage for drinking and you're taking her out to your wild orgy.,538.0,0.0,domestic_violence,,
f1f0c417-49d2-49c5-8404-0f7d1c21f0a1,"I don't know. It sounded like a woman screaming her damn head off. I know, it did, right?","I don't know. It sounded like a woman screaming. I know, it did, right?",415.0,47.0,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,Could imply that a woman screaming is doing so out of hysteria
6c7496f2-5a6e-46a4-a73e-5a20f53d6811,"White women just take whatever the fuck they want, man. I've seen it. You know what a white girl could do?","Some white women just take whatever the fuck they want, man. I've seen it. You know what a white girl could do?",494.0,258.0,gender_essentialism,traditional_gender_roles,
6c7496f2-5a6e-46a4-a73e-5a20f53d6811,"White women just take whatever the fuck they want, man. I've seen it. You know what a white girl could do?","Some white women just take whatever they want, man. I've seen it. You know what a white woman could do?",626.0,529.0,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,
40ae42ee-67da-4342-b3f2-c535dcedad8a,"I'm not immature. She's being unreasonable. I'm eighteen years old, daddy.","I'm not immature. She's being unfair. I'm eighteen years old, daddy.",242.0,135.0,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,"Calling a woman unreasonable carries significant baggage, and can be seen as dismissing women's concerns and opinions categorically, depending on the context"
6e22d975-a427-4d0c-9e49-c781a4b1b145,I love to hold her. You're not afraid she'll kill you? Pussy.,I love to hold her. You're not afraid she'll kill you? Coward.,413.0,0.0,gendered_slurs,use_of_sexist_language,
6e22d975-a427-4d0c-9e49-c781a4b1b145,I love to hold her. You're not afraid she'll kill you? Pussy.,I love to hold her. You're not afraid she'll kill you? Wimp.,454.0,266.0,gendered_slurs,use_of_sexist_language,
6e22d975-a427-4d0c-9e49-c781a4b1b145,I love to hold her. You're not afraid she'll kill you? Pussy.,I love to hold her. You're not afraid she'll kill you? Scaredy cat.,618.0,0.0,gendered_slurs,use_of_sexist_language,
f75d17b6-14be-4e1c-a423-0dca61646f74,"Don't worry. This is all a perfectly natural and necessary part of becoming a woman. At this time, the sex, or gonadotropic hormone is secreted in greater quantities.","Don't worry. This is all a perfectly natural and necessary part of maturing. At this time, the sex, or gonadotropic hormone is secreted in greater quantities.",144.0,0.0,gender_essentialism,traditional_gender_roles,Assumes sex/hormones determine gender
f75d17b6-14be-4e1c-a423-0dca61646f74,"Don't worry. This is all a perfectly natural and necessary part of becoming a woman. At this time, the sex, or gonadotropic hormone is secreted in greater quantities.","Don't worry. This is all a perfectly natural part of puberty. At this time, the sex, or gonadotropic hormone is secreted in greater quantities.",357.0,0.0,gender_essentialism,traditional_gender_roles,
f5f2bbfd-ef7a-4da3-8516-db9b5bf9584c,"He never got married or had any kids. Most importantly, it's been said that he's nailed over 3,000 women. I believe it.","He never got married or had any kids. Most importantly, it's been said that he's slept with over 3,000 women. I believe it.",548.0,368.0,lacking_autonomy|other|sexualization,second_class_citizenship|sexual_objectification,
f5f2bbfd-ef7a-4da3-8516-db9b5bf9584c,"He never got married or had any kids. Most importantly, it's been said that he's nailed over 3,000 women. I believe it.","He never got married or had any kids. Most importantly, it's been said that he's had sex with over 3,000 women. I believe it.",622.0,508.0,lacking_autonomy|sexualization,second_class_citizenship|sexual_objectification,
2952f6f6-ae33-4310-bd4d-af3262d3e8d8,"Well, that's obvious. I'd like to keep her overnight just for observations, just in case there's some internal bleeding I didn't detect. That's a good girl.","Well, that's obvious. I'd like to keep her overnight just for observations, just in case there's some internal bleeding I didn't detect. Good job.",217.0,0.0,trivialization,assumptions_of_inferiority,"If we assume this is being said to a grown woman, ""good girl"" is infantilizing."
2952f6f6-ae33-4310-bd4d-af3262d3e8d8,"Well, that's obvious. I'd like to keep her overnight just for observations, just in case there's some internal bleeding I didn't detect. That's a good girl.","Well, that's obvious. I'd like to keep her overnight just for observations, just in case there's some internal bleeding I didn't detect. Good job. ",406.0,7.0,trivialization,assumptions_of_inferiority,
2952f6f6-ae33-4310-bd4d-af3262d3e8d8,"Well, that's obvious. I'd like to keep her overnight just for observations, just in case there's some internal bleeding I didn't detect. That's a good girl.","Well, that's obvious. I'd like to keep her overnight just for observations, just in case there's some internal bleeding I didn't detect. She is good. ",210.0,0.0,trivialization,assumptions_of_inferiority,
c9bc9f91-1db3-42b0-ae98-3db8a88cf6a4,"Thanks. Ms. Sherman, I'm a reasonable woman. I have never been surprised about anything.","Thanks. Ms. Sherman, I'm reasonable. I have never been surprised about anything.",336.0,0.0,trivialization,assumptions_of_inferiority,
e48db88a-0198-4d9a-b679-6fa29d9c6d72,"Well, that's not so bad. I'll have a nurse clean this up. You're actually a very lucky woman.","Well, that's not so bad. I'll have a nurse clean this up. This could have been much worse. ",115.0,97.0,trivialization,assumptions_of_inferiority,
e48db88a-0198-4d9a-b679-6fa29d9c6d72,"Well, that's not so bad. I'll have a nurse clean this up. You're actually a very lucky woman.","Well, that's not so bad. I'll have a nurse clean this up. You're actually very lucky.",227.0,0.0,trivialization,assumptions_of_inferiority,
5b9f7c34-3aee-4fd8-a00c-ae71d1dd585f,By believing in herself and trying. She literally had to become a maniac! Have any of you been called a maniac because you were different?,By believing in herself and trying. She literally had to become what society deems a maniac! Have any of you been called a maniac because you were different?,294.0,0.0,gender_essentialism,traditional_gender_roles,"Though the speaker is criticizing the woman being called a maniac, he still calls her the term again, which has a misogynistic history. "
fb3bbefa-ffa3-4d4d-98f1-6926bbbdd2b6,"She's giving you her resume because she wants you to call her. I told you, I have no interest in a woman that I... Might actually be interested in.","She's giving you her resume because she wants you to call her. I told you, I have no interest in hiring a woman that I... Might actually be romantically interested in.",92.0,0.0,sexualization,sexual_objectification,
0c4b0ac0-5b48-4ca3-a627-6c2c48b7a40a,"What is that funky smell? It's... Squirrel Lips, are you wearing women's perfume? No, sir, sorry, that's me.","What is that funky smell? It's... Squirrel Lips, are you wearing something scented? No, sir, sorry, that's me.",478.0,288.0,dehumanization|trivialization,assumptions_of_inferiority|use_of_sexist_language,Implies that it is acceptable to judge men for wearing something traditionally associated with women
0c4b0ac0-5b48-4ca3-a627-6c2c48b7a40a,"What is that funky smell? It's... Squirrel Lips, are you wearing women's perfume? No, sir, sorry, that's me.","What is that funky smell? It's... Squirrel Lips, are you wearing perfume? No, sir, sorry, that's me.",181.0,0.0,gender_essentialism,traditional_gender_roles,
edebb158-6388-40b4-a0c4-852b33d023fb,"My mom didn't kill herself, it was an accident. You want him to have this miserable life, you can't take care of him, you selfish whore. You think you're smart, you stupid bitch, you're not going anywhere because we won't let you.","My mom didn't kill herself, it was an accident. You want him to have this miserable life, you can't take care of him, you selfish fucker. You think you're smart, you stupid asshole, you're not going anywhere because we won't let you.",686.0,0.0,gendered_slurs,use_of_sexist_language,
edebb158-6388-40b4-a0c4-852b33d023fb,"My mom didn't kill herself, it was an accident. You want him to have this miserable life, you can't take care of him, you selfish whore. You think you're smart, you stupid bitch, you're not going anywhere because we won't let you.","My mom didn't kill herself, it was an accident. You want him to have this miserable life, you can't take care of him, you selfish asshole. You think you're smart, you stupid idiot, you're not going anywhere because we won't let you.",812.0,446.0,gender_essentialism|gendered_slurs|lacking_autonomy|trivialization,assumptions_of_inferiority|second_class_citizenship|traditional_gender_roles|use_of_sexist_language,
edebb158-6388-40b4-a0c4-852b33d023fb,"My mom didn't kill herself, it was an accident. You want him to have this miserable life, you can't take care of him, you selfish whore. You think you're smart, you stupid bitch, you're not going anywhere because we won't let you.","My mom didn't kill herself, it was an accident. You want him to have this miserable life, you can't take care of him. You think you're smart, you're stupid, you're not going anywhere because we won't let you.",1000.0,613.0,domestic_violence|gendered_slurs,use_of_sexist_language,
6550acfe-ec04-49d1-8c93-6254d196363a,The tranny? Don't call her that. You hung out with them?,Don't call her that slur. You hung out with them?,529.0,0.0,gendered_slurs,use_of_sexist_language,"Though the speaker is condemning the slur, he still says the word, which can still be perceived as misogynistic. "
e2ccab35-7c4f-43af-a76c-901d1c59393e,She needs my support. Girl could you give us a second? Really?,She needs my support. Could you give us a second? Really?,49.0,0.0,trivialization,assumptions_of_inferiority,"Calling someone ""girl"" could be infantilizing depending on context and speaker/addressee."
e2ccab35-7c4f-43af-a76c-901d1c59393e,She needs my support. Girl could you give us a second? Really?,She needs my support. Could you give us a second? Really?,172.0,77.0,trivialization,assumptions_of_inferiority,"Calling a (presumably) grown woman ""girl"" is patronizing"
e2ccab35-7c4f-43af-a76c-901d1c59393e,She needs my support. Girl could you give us a second? Really?,She needs my support. Could you give us a second? Really?,185.0,0.0,trivialization,assumptions_of_inferiority,
010317cd-033f-4150-b0eb-62085ca80fac,"That she was a good person? No. I warned her that if she hung around with criminals, she'd either die or end up a criminal herself.","That she was a good person? No. I warned her that if she hung around with criminals, their lifestyle could impact her. ",361.0,0.0,lacking_autonomy,second_class_citizenship,
fa47fcbb-4d71-4080-999f-04506d1c3e2a,"Control her? Please, it's not like I'm holding a gun to her head and being a dictator. Yeah, Presidente Apendejo definitely said that.","Control her? Please, it's not like I'm being a dictator. Yeah, Presidente Apendejo definitely said that.",234.0,154.0,domestic_violence|lacking_autonomy,second_class_citizenship,
fa47fcbb-4d71-4080-999f-04506d1c3e2a,"Control her? Please, it's not like I'm holding a gun to her head and being a dictator. Yeah, Presidente Apendejo definitely said that.","Control her? Please, it's not like it's not like I've cast a spell on her and am being an evil witch. Yeah, Presidente Apendejo definitely said that.",349.0,0.0,domestic_violence|trivialization,assumptions_of_inferiority,
82f4b65d-dc88-4cf3-8c2e-83e72fda33cd,There's a car outside. I suggest you get in it. The woman?,There's a car outside. I suggest you get in it. What about the woman you're with?,122.0,0.0,sexualization,sexual_objectification,"Though referring to someone as a woman is not misogynistic, the sentence may be perceived as misogynistic because it may appear as if she is being reduced to a gendered object and agentless."
0a859cc6-8521-420c-9ed3-ab23fce6f492,"So, is she, like, hot. She smart, cool? Oh, yeah.","So, is she, like, attractive to you? She smart, cool? Oh, yeah.",210.0,42.0,sexualization,sexual_objectification,
7b7acc46-855e-414a-b74e-ee586c6858b6,And then she loved another man. And another man and another man. People get married and divorced.,And then she loved several more men. People get married and divorced.,258.0,216.0,gender_essentialism|sexualization,sexual_objectification|traditional_gender_roles,Overly focused on/emphasizng the number of partners a woman has had
7ade6eb7-7cf1-4f4e-8cd5-706ee42e38e9,So I would be working amongst these women? Yes. Wonderful ladies.,So I would be working amongst these women? Yes. Wonderful people to work with.,322.0,140.0,trivialization,assumptions_of_inferiority,
7ade6eb7-7cf1-4f4e-8cd5-706ee42e38e9,So I would be working amongst these women? Yes. Wonderful ladies.,So I would be working amongst these women? Yes. They are wonderful. ,353.0,0.0,trivialization,assumptions_of_inferiority,
098e7346-2f7e-4ed5-880f-80c61ddb6e71,"This woman is some crazy stalker who stole her identity. Whoa, whoa, whoa. You're making a huge leap here.","This woman stole her identity. Whoa, whoa, whoa. You're making a huge leap here.",574.0,0.0,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,"Unfairly labelling a woman ""crazy"" or a stalker perpetuates stereotypes about women"
1a28344e-846d-469c-9ab7-3a16ff8288db,Your little DJ hero doesn't know what she's talking about. Oh? Does her royal shyness want to say something?,Your DJ hero doesn't know what she's talking about. Oh? Do you want to say something after being shy?,450.0,0.0,trivialization,assumptions_of_inferiority,
30c13f98-c825-4e52-aa8d-d931bd968915,Rosewood and the society that supports it have existed long before you arrived. That's true. But you'd just be an old maid prostituting deranged women for wealthy miscreants without me.,Rosewood and the society that supports it have existed long before you arrived. That's true. But you'd just be prostituting deranged women for wealthy miscreants without me.,536.0,372.0,gender_essentialism|gendered_slurs|sexualization|trivialization,assumptions_of_inferiority|sexual_objectification|traditional_gender_roles|use_of_sexist_language,"""old maid"" is bordering on a slur; insults a woman based on her relationship/lack thereof with men; refers to women as ""deranged"", which depending on the context can rely on stereotypes of women being crazy"
d1049b2a-552f-4459-883c-a6a21b8fe0aa,So much fun when women strip and gyrate all over you when you're mourning. When you're mourning. Look at that.,So much fun when you have strippers all over you when you're mourning. When you're mourning. Look at that.,563.0,34.0,other|sexualization,sexual_objectification,
e949899e-4390-49ec-a27e-2c72de7be554,"Lamb. Brilliant idea you had, bringin' her here. It's your fault.","Brilliant idea you had, bringin' her here. It's your fault.",197.0,0.0,dehumanization,use_of_sexist_language,
7b04fcfc-c1d9-4b25-8f74-b7f001868fb3,"And I can't imagine her going through this without someone like him. Well, she's lucky. She's got a really good support system.","And I can't imagine her having to go through this without someone like him. Well, she's lucky. She's got a really good support system.",370.0,0.0,lacking_autonomy,second_class_citizenship,
61824ee4-233a-4a2d-a9bc-1b5b84eaf50a,"I just don't want her to think this trip had anything to do with her. She knows. Believe me, women have a way of knowing these things.","I just don't want her to think this trip had anything to do with her. She knows. Believe me, she has a way of knowing these things.",188.0,0.0,gender_essentialism,traditional_gender_roles,
61824ee4-233a-4a2d-a9bc-1b5b84eaf50a,"I just don't want her to think this trip had anything to do with her. She knows. Believe me, women have a way of knowing these things.","I just don't want her to think this trip had anything to do with her. She knows. Believe me, she has a way of knowing these things.",0.0,0.0,gender_essentialism,traditional_gender_roles,
75e34084-7232-4e78-9cf5-881644b083a3,"Her and her. I actually am. Now, just like you did before, I want you right now to say whatever you want.","Her and her. I actually am. Now, just like you did before, feel free right now to say whatever you want.",151.0,34.0,lacking_autonomy|trivialization,assumptions_of_inferiority|second_class_citizenship,
