datapoint_id,text,is_misogynistic,severity,biasly_categories,canonical_categories,in_scope,n_annotators_yes,rationale
cdd21f2c-aed6-43d9-9404-ca092835eae0,She likes to embellish. She swore on her mother. See?,True,200.0,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,True,1,"Implies that a woman is lying, which depending on context could be relying on/perpetuating stereotypes that women generally lie"
be54eb7e-4f2f-4fb9-a323-36714c666505,"Couple of buttons undone on the shirt. It's very important she has to turn the hubby on, but she's also got to appear non-threatening to the wife. It's a very delicate balance.",True,501.0,gender_essentialism|lacking_autonomy|sexualization|trivialization,assumptions_of_inferiority|second_class_citizenship|sexual_objectification|traditional_gender_roles,True,3,
be3f4338-100d-4e1a-a227-71acf41dea5f,He's busy. I don't give a rat's ass! Marshall!,False,0.0,,,False,0,
51b8ba40-8110-42b2-9c82-f8fd66eab6df,Her name is Aurora. The girl you never found. She the one who's [...] me.,True,35.0,trivialization,assumptions_of_inferiority,True,1,
142455a6-b0d7-4a0f-9108-bb2525625816,"But you guys barely held your own against Flash and Wonder Woman, and that's without Superman being on deck. He shouldn't be a problem. Yeah, right, like you got a way to take out Superman.",False,0.0,,,False,0,
f27f10b0-6fa3-47b0-91ed-ee5f5f2e9061,"Anonymous? The ex-husband of some woman, said they had lunch at his place. Tell me you got an address.",False,0.0,,,False,0,
b557c745-3c24-4e90-a0b0-03b605cc55e3,"I'll see to it that these children get back home. What's wrong, child? Don't you want to go?",False,0.0,,,False,0,
5a5d5dd4-70e9-4329-8297-9f1ae5c123b6,"We'll get the doors, boss. Good. Good luck, guys!",False,0.0,,,False,0,
6acd6fbc-1044-4fd8-998f-4ce4fc9ae1f6,That's not even really the point. The point is that she would never be faithful to one man. She would sell herself and her love in exchange for expensive jewelry and a place of status in their society.,True,550.0,gender_essentialism|sexualization,sexual_objectification|traditional_gender_roles,True,1,
911ce3f2-cb8f-4a99-921b-17e70d839f89,"Wicked timing on that delivery, bro. Surfing during a lightning storm? You actually planned for this?",False,0.0,,,False,0,
66934840-e714-4fba-b8cd-9707e8a1c67e,Nana told ghost stories about a her breath. Nana told ghost stories about a covenant of witches who chased Nana told ghost stories about a covenant of witches who chased their people from the old covenant of witches who chased their people from the old country. Their people from the old country.,False,0.0,,,False,0,
4eee631b-61ab-4681-a0dd-ab5f3d359f13,What were you doing when she was taken? I'm speaking. What did he look like?,False,0.0,,,False,0,
bdecbe29-5ffc-4686-b921-60d7f2a4d093,"Great! What's great? If she's not in one of the 3 places, you're left with 2 places, right?",False,0.0,,,False,0,
520f4d9c-31f8-450e-bdfd-b3431221ac5a,"And it's midway Of Desert Springs. And does it matter? Billy, we still have A job to do.",False,0.0,,,False,0,
76904c5f-0a9f-40cf-bc83-249340ec2ab8,"Here, touch her, touch her. I don't want it. Leia.",True,379.0,lacking_autonomy|sexual_violence,second_class_citizenship,True,3,Speaker is telling someone to touch a woman; we have no indication of consent/participation from the woman being spoken about
0aff09be-52ed-4aef-bd49-c9a54bb5319f,"Logan is home for the whole weekend. Isn't that a nice surprise? Aw, sweet.",False,0.0,,,False,0,
1db7f3eb-5ac5-4c9e-8428-6e81254f2b59,"That's probably a good idea. Neal, please don't make this anymore awkward than it already is -Can I have the ring back? Thank you so much for stopping by!",False,0.0,,,False,0,
379ada20-a1eb-481d-a23f-a79454272ad3,Don't be comparing us. What is that? I got that when you was in the hospital.,False,0.0,,,False,0,
8597525c-576c-41d6-9827-7cea84385919,"Should I put her in it or do you want to take her to laramie right now? Well, I gu... I...! Get your goddamn hands off me, you lecherous bastard!",False,0.0,,,False,0,
a70dec2b-0af3-43b5-b532-b90210d60bc9,"She's just a little bit crazy. No cops, please. Did you hear what she said?",False,0.0,,,False,0,
01144b9b-32fb-49f7-84f7-bacfd72aeab8,"That could be a boy or a lesbian, and she's still getting her period, so... I lesbian. "" He ""! "" He's "" still getting a period. Napkin. All right, I... I'm staying out of this.",True,505.0,gender_essentialism|other,traditional_gender_roles,True,3,Stereotypes about gender presentations of lesbians
7d4e34d4-31a1-4501-bcb8-275c1e7d72b6,Yeah. There's like a hundred letters in here. This yours?,False,0.0,,,False,0,
1d8b9e89-a141-430b-ba6c-beb8f6e93cec,"Shocking that the more I learn about the past, the more I feel like you're all making the same mistakes over and over again. Tris, this is not the way. Let her speak, David.",False,0.0,,,False,0,
60e21ec0-86e4-4419-8506-bde736d86b30,"Something you've never done before. Woman on Brooklyn-Bound F. 47th st, Rockefeller Center next. Stand clear of the doors. ?",False,0.0,,,False,0,
797bb990-267c-4b9d-8ddf-cddcd63fc131,"What are you doing? Well, looks like the lovers have worked it out Ain't love wonderful? They want whip cream with that?",False,0.0,,,False,0,
a428c253-afa8-484e-8f91-79cd7e19c550,Trying too hard. Jem. My Jem.,True,194.0,lacking_autonomy|trivialization,assumptions_of_inferiority|second_class_citizenship,True,1,
c3001fe0-efaf-4186-9c68-f4e19a7757fc,About us. Hey. Did you tell Abby that we were giving her the money?,False,0.0,,,False,0,
44a0aab4-983b-464d-87a7-cb070a874531,"You look like someone put Seth Rogen in the microwave. Martha, it's nice to see you interacting with black people for the first time since prison. That's really nice.",False,0.0,,,False,0,
cb1f74b9-7cd8-4838-876c-0872b1487e6d,It said that in the book. It's a wall we're pushing through. Mm hmm.,False,0.0,,,False,0,
1e3e738b-45ad-4982-bbb8-25459f14b213,The suspect is coming out right now. She's arguing with the officers. We may have an altercation.,False,0.0,,,False,0,
f09a1b5f-4ef6-4b28-899e-0394f298e521,"Oh, God. I'm glad you didn't shoot me. I know.",False,0.0,,,False,0,
8affdf9b-2cee-4f7a-b0be-84be6b766e16,"That girl is two steps away from a certified train wreck. Well I hope she pulls herself out of whatever funk she's in. Don't worry, if this tape's half as good as advertised, she'll have a whole new career waiting for her in a different part of the entertainment industry. ?",True,389.5,gender_essentialism|lacking_autonomy|sexualization|trivialization,assumptions_of_inferiority|second_class_citizenship|sexual_objectification|traditional_gender_roles,True,2,
6e22d975-a427-4d0c-9e49-c781a4b1b145,I love to hold her. You're not afraid she'll kill you? Pussy.,True,495.0,gendered_slurs,use_of_sexist_language,True,3,
afee590c-e983-4f2b-af0c-c38caf74084b,How could you not tell me our mother tried to kill herself? You have a nice history of keeping stuff from me. Is there anything else I should know?,False,0.0,,,False,0,
b1ac2bb3-8234-43dd-9740-93fdd27b44d1,He wanted a certain type of woman someone I could never be. Maybe you were right. Maybe you should give a man his fantasy.,True,256.0,gender_essentialism,traditional_gender_roles,True,1,
fcdfc362-18aa-4add-a1d5-ddbbefbc4d44,"I'll even give you this whole pack of cigarettes. In exchange, you let me play a little trick on your friend, Syd. Teach her a lesson for doing this to you.",False,0.0,,,False,0,
3ef30edf-3c29-44fe-ac3a-eb945a45cf8b,"I just want to see if it's still bleeding. Sprinkles, you got to do something about this woman. She's gonna kill us!",True,178.0,other,,False,1,
5e2432f3-8d96-4dd1-98f1-652f168213b4,"Oh, that's... That's nothing. Who is the woman in the pictures?",False,0.0,,,False,0,
49510418-1347-4aa0-811b-a5b2e9ceabd3,Man and a woman. Turn your radios off. You don't want to spook' em.,False,0.0,,,False,0,
f5f95149-9631-4e54-8573-a17bb135c886,"He was brilliant. This motherfucker's like, "" We're not gonna shoot her. We're gonna kidnap her and take her to the park and rub maple syrup on her.",True,655.0,domestic_violence|sexual_violence,,False,2,
65d26e2c-ccbe-4fdd-8a11-6213b3dee094,"Not happy at all, old man. You'll have to keep her hidden at all times if you stay here. You don't want your little Isabel getting tossed out of the aquarium into the ocean, all by herself, like Clara, do you?",True,541.5,domestic_violence|lacking_autonomy|trivialization,assumptions_of_inferiority|second_class_citizenship,True,2,
047bb77c-2823-40a0-9241-37434ef18637,"What is going on here? We wanted to make sure nothing got in Zeusy's way, so he would win the showcase, so he wouldn't have to go back to the pound. Honey, the pound?",True,190.0,trivialization,assumptions_of_inferiority,True,2,
2e83b2c1-c437-414b-a895-eb520c005801,"She was up there on your porch. Um... I saw her from the train, because I commute to Manhattan every day and I go straight past here. She kissed him.",False,0.0,,,False,0,
3f599aad-c67d-448b-bfee-902a1cf38ef5,"She was just setting herself up for failure. As per usual. Hey, uh, are you free tonight?",False,0.0,,,False,0,
3c133a68-5e01-4f25-922b-0e964daaf699,"You feeling good, Hibby? Flyin'. I saw her talking to an old boot the other day.",False,0.0,,,False,0,
e8e9cd20-f2a2-4f19-9b5e-aee93308ae6f,I'm her mother! She doesn't listen to me. But she might listen to a stranger.,False,0.0,,,False,0,
fcff8c46-c5f3-4f50-aac9-ac23de857174,"And it doesn't matter if she was one of them or not, I confronted it. And I don't blame me, I don't blame her, I blame them. The only world that won't right itself, Ann, is your own.",False,0.0,,,False,0,
1ede5f15-7658-4a38-8ef6-d7807c50b57b,Who knows what kind of messed-up psychosis Meeting of self is going to bring on. I won't leave her. I can't.,False,0.0,,,False,0,
4e993a66-12af-4498-aa0c-d4de506e6d63,She's a grown woman. She can take care of herself. So it's obviously not you.,True,200.33333333333334,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,True,3,
f0241682-2de5-4531-8213-9fdacb84d16f,I had to ask permission to go to the state fair with my best friend and her parents. Only because it was a few blocks past the border. My mom said the same thing.,False,0.0,,,False,0,
a181038f-b24b-4a5e-822a-317d03339e2f,"If she wasn't immortal... I don't know, gills, something's amiss. Yeah, she's not behaving like herself at all.",False,0.0,,,False,0,
6fed34db-d18d-4625-8895-652a9eded15d,"This isn't what mom would have wanted. Yeah, well, maybe she shouldn't have killed herself. If you could be anything, what would you be?",False,0.0,,,False,0,
0feb731c-b988-41b2-b233-90c71b27e4da,"The woman was saved by Officer Cutter and Officer Hicks. Hicks and Cutter, get your asses in here. Sit down.",False,0.0,,,False,0,
e58a3d20-b544-44cb-800a-5af372174ae8,You're the only one who can. Flash is at S.T.A.R. Labs Kyoto... waiting for them to finish making a kryptonite scalpel. Nothing else can out his skin.,False,0.0,,,False,0,
3fa86282-f161-4d8f-8d6c-72687963c557,"Five, maybe. So I guess we're finally gonna get to finish what we started. Finish what you started.",False,0.0,,,False,0,
35a9a2b4-7276-46bd-8474-baba6ac24d4d,We're appealing Stubbs. Everybody knows you're appealing. I know how you can put her back in jail.,False,0.0,,,False,0,
53d3aa7f-a6d3-4813-82a0-9b69e0165d89,"Dinner. I heard you had an opening in your schedule. So this is a Friday night for you, huh?",False,0.0,,,False,0,
33427252-65e7-4da0-91f4-760f56672ce0,"No, man, that's you, man. Everything good? Yeah, I can't complain, man, I can't complain.",False,0.0,,,False,0,
9a24ae8d-1bcc-43cf-b0f1-1c7b2a28e1c9,Might be nice. It's nice for people to spend the night. We don't know yet.,False,0.0,,,False,0,
c2642d0b-c07a-4292-b11b-04474b54172a,"You're already scratch-a-thon. Dude, I don't need to scratch. It's just' cause you keep putting that in my head.",False,0.0,,,False,0,
f5afbd8f-195d-41de-aade-aefd71537501,"In fact, we've invited some girls here tonight for a seminar about the power of sexual dancing. Dancing is such a powerful thing for women and girls. Are you still dancing?",True,187.5,gender_essentialism|sexualization,sexual_objectification|traditional_gender_roles,True,2,"This would be misogyny if the dancing is for the gratification of men, but not so much if this is a women-led thing"
4306c713-454d-4fa3-82ac-153ef2a677e2,"Yeah, well, I can't. She killed herself on her 21st birthday. Oh, my God.",False,0.0,,,False,0,
76c22d38-04f8-4fe7-a84f-93052949772e,"It's an old Apache remedy. Clears your head after too much firewater. You know everything, Tommy.",False,0.0,,,False,0,
e007d087-0cca-4512-a749-6c69290fa38d,"What my heart desires is somebody that's going to be there. And I will, woman. I will.",True,142.0,gendered_slurs,use_of_sexist_language,True,1,"""Gendered slur"" is too harsh for this, but addressing a woman as ""woman"" is insulting and can be perceived as misogynistic."
e6a1b6b8-982d-4e81-b490-470ad9a37288,"People can fool a. You're a kid, I don't understand yet. Promise me that you will think what you are doing.",False,0.0,,,False,0,
4f75774b-e71c-4e21-ae9c-30b11ffb39fd,"And she was gonna search to the end of the earth just like you to find out who killed her. But you just happened to come along. Hey, hey.",False,0.0,,,False,0,
c7c1392a-9493-416a-8aee-3dc3852a4b78,"Carry on. ""' I'll give you all the love this life allows,' she whispered, and with that, she spread herself beneath him, finally guiding him home. "" "" Dearest Louise, it's been two days at sea and no sign of rescue. I fear I have let the men down.",False,0.0,,,False,0,
2748c8bc-de02-49e5-9334-227d8c3739d5,"We have many generations with us tonight, in the true tradition of dirt track racing. Come on, Travis. We should leave her alone.",False,0.0,,,False,0,
6714ef0d-991f-4447-9890-8c086440b6d0,Sammy! Yeah? You want to dance?,False,0.0,,,False,0,
3665a93f-7c74-43ec-b651-3fc36def85b2,And to have your mother suffer too. It killed her. After he left she couldn’t trust anyone and we suffered financially for years.,False,0.0,,,False,0,
eb913699-75f6-41fd-9cd8-4cf7a15cb570,"You looking good, woman That's it, sugar Whaah It's all right tonight Yes Look it here Reload! Mary!",True,350.0,other|sexualization|trivialization,assumptions_of_inferiority|sexual_objectification,True,3,
f3538b6a-cd75-4394-8bf3-fe2f48c24670,However today there is hope for the future of Colombia. Our children. Let's meet some of the people who have volunteered for this project.,False,0.0,,,False,0,
6999fb2a-c5cb-4d49-9511-7e99d3df969d,Don't your viewers care about a corporation making backroom deals with politicians so they can screw over another local business? Not for a 30-second segment at the end of Atlanta P. M. It's impossible to reason with these people.,False,0.0,,,False,0,
056922dd-3366-461d-8837-0a6fdc205493,"Let's have some fun for once, for God's sakes. All right. You have no idea what I had to do to get this.",False,0.0,,,False,0,
5ddb5821-d3b2-4c9c-8853-59f6a7eed69a,You don't want this one any more. It's no good for you. She said my name.,False,0.0,,,False,0,
1fe8f3c9-d412-4fe5-b80c-4e12e56823ac,"Is it night time where you are, too? No, it's 10 here too, because Chicago and Wisconsin-What is in the same time zone! Yeah, we're in the same time zone.",False,0.0,,,False,0,
c04ed79b-860e-4054-82d2-b51affedc63f,Sandy. Her name's gonna be Sandy. I told you.,False,0.0,,,False,0,
27f5ec56-38bf-40ca-99c3-4044f97291a9,"Oh, my God. Dr. Siebert, you're under arrest. You're being charged with conspiracy to commit murder and securities fraud within the next 10 minutes. I think she's just arrived.",False,0.0,,,False,0,
89cb0f40-a79c-4e57-8394-6543c106e2b2,"If that doesn't work, I could replace the whole apparatus. You can't give me a professional recommendation? It's really up to you.",False,0.0,,,False,0,
ada99fb1-523d-41b4-baef-0d6f278e53c8,She's right. I'm sure. Howard.,False,0.0,,,False,0,
9f23bd1e-bf4c-45a5-8856-5dd0fa0e0b21,"Where are you going? I told Brianna I would help paint her new apartment. But if you're gonna lose it, I'm not gonna...",False,0.0,,,False,0,
9fdf1cf4-c491-4766-8eb2-0ab60d9cf655,"She said that she was busy. Well, she's a liar. So you're...",True,406.0,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,True,1,
2122c375-7be6-40cc-9455-d088570ce256,"For some reason. And here she is, the fearless unicorn hunter, seeking the... Edith, stop it!",False,0.0,,,False,0,
146ec451-3cf7-4979-b8c5-26177ccbd5b6,"Amen. So Barbara couldn't come tonight? No, she had this family thing tonight.",False,0.0,,,False,0,
c6c66a4e-9cc1-46f7-ac8d-46384a39990d,"Take these pills. It'll bring your blood pressure down. Ivana didn't call, did she?",False,0.0,,,False,0,
3f864221-beea-4889-9735-6bbca26f6d6e,"Maybe we'll catch a break with the metal scan. You've been working around the clock on this, Silas. Perhaps if you got some rest.",False,0.0,,,False,0,
bb51e58d-5bcc-4dce-92f2-557bee8ffc1f,"Hello, sir. I am so sorry I missed the steam this morning, but I... Did you try to take out a cash advance on the company card 00 a.m.?",False,0.0,,,False,0,
fa0f27da-1cb2-42a0-8564-aeea28ac6380,You got ta earn racism. I had a white girl call me a nigger in an argument and I didn't even get mad because I've known this girl for 20 years. And she can't be a racist.,True,239.0,trivialization,assumptions_of_inferiority,True,1,
5f412d65-35f9-4a30-9313-cff8a8f3f56a,"She won't. I'll take care of it, all right? Please calm down.",False,0.0,,,False,0,
0f213c9d-379a-4c94-b4a5-1c9fb01ba1eb,"We'll see. Marquez will pay for what he did to you. When I first met this man, he fascinated me... passion he fought for their beliefs.",False,0.0,,,False,0,
801733f8-2f3c-4295-957d-f8ea51162384,The summer has gone just like that. Dan seems to be herself again and becomes even stronger. I hope one day I'll become someone like her I'll teach bad guys a lesson and protect the whole world.,False,0.0,,,False,0,
6959fe31-a424-46ea-b16d-a2963640e933,"I mean I think in the beginning it was, we wanted to do what was best for her versus what was best for us. But no one could've prepared me for the living hell that it would be to wake up and not have her in my life, you know? And I wanna be her dad, i, I wish I was her dad, and, and, and the reality is that I'll never be that.",False,0.0,,,False,0,
3685f1db-cbe8-4fc4-aac7-96350f343696,"Batman. So, Batman found a way to retrieve Wonder Woman and Green Lantern. This stinks.",False,0.0,,,False,0,
1ec3243d-5797-4c1c-963d-d1538842256c,"I do. Wait, wait, wait. Why did we all just gasp?",False,0.0,,,False,0,
45920608-6c51-4e13-8247-026047f67810,"Well, here's to you, a fully employed actress supporting herself off the fruits of her own labor. Mazel tov. Here's to paying equity dues.",True,198.0,trivialization,assumptions_of_inferiority,True,1,
609ab800-58e0-495f-ba6a-6242e2351192,"And a biscuit Unh, ChrisreallygoH.A.M No imitation pork, no spam Try music like this Oh, damn",False,0.0,,,False,0,
9ce9b65d-a286-44e5-be8f-0e4c56e419a2,"What happened'? Well, nothing happened. Is it okay'?",False,0.0,,,False,0,
ff4360f8-073f-4932-95b7-b1f16eb8436e,"You send a lot of married women your picture? Can we talk here? Derek, stop.",False,0.0,,,False,0,
a8264b79-8436-4ef2-a187-51303db97a9a,Holy shit is it loaded? No. Let me see it.,False,0.0,,,False,0,
35510629-f9b4-4a50-996a-a56973b10444,"It's totally natural. Women have been doing this for thousands of years, okay? Yeah?",True,128.0,gender_essentialism,traditional_gender_roles,True,1,
e8053d32-bac2-4c67-bfd6-bad822169511,"Some kind of instant replay? Maddie, this isn't a movie. We have to face reality.",False,0.0,,,False,0,
13f8efa7-e418-4972-99ca-4bb07e1d398f,"She came into the woods by herself. It's not like we signed a contract to look after her. No, but she's probably scared out of her wits.",False,0.0,,,False,0,
59d36ca4-4c75-445f-a78f-fbaad3cf73c3,"DARREN : It's okay, it's okay. KATHY : No. Morgan. I, uh, want you to see how special she is.",False,0.0,,,False,0,
cec9a189-d1d3-4604-bc4e-74cac44fd0f9,Divorced women have needs. She's not divorced. There's a trial separation.,True,164.0,gender_essentialism,traditional_gender_roles,True,1,
f09f5a18-5688-4c59-b984-f396fe9a20b5,I'm sorry. How are you? You need to tell me what the hell is going on.,False,0.0,,,False,0,
cfcefebb-eb9b-41ae-b700-701b00a42eed,What is wrong with her? I don't know. She saw Eugene and...,False,0.0,,,False,0,
dc3eba6d-041a-494f-9caf-f6f0af357b7a,What? Where is the green tea and red bean cake? This is the Chinese rice cake my mom made.,False,0.0,,,False,0,
9739b55b-8a36-46d8-9b2c-0a81a2ffce0d,All right. This requires a machete. What the fuck is she doing?,False,0.0,,,False,0,
e4d0ee77-223b-4867-82c7-ceb1394bde77,where have you been? harley was looking for you. i'm here.,False,0.0,,,False,0,
318e917e-dbe2-4c3e-9ff4-5a99e47ec4e9,"Come on, I'll introduce you to some people. Are people going to remember your bridesmaid dresses? No.",False,0.0,,,False,0,
b72aeb3e-04a1-4ec9-8631-96c8a041fea7,"I don't know, OK? Do you think it's because you are a beautiful, talented, intelligent young lady, and that might be the reason why you were selected for this prestigious opportunity? Kassie, leave her alone, will you?",False,0.0,,,False,0,
72e67540-45c6-4921-815b-f5041ceb0a18,Seems as though he's already ruined one young girl's life and her family. I can see the way he was looking at' em. I knew exactly what he was thinking.,False,0.0,,,False,0,
0a89490f-a0ea-44fe-ad15-afb0fd663dfb,"Yes, that's my address, please! Please. Okay.",False,0.0,,,False,0,
5d41fc6b-eac7-4708-842f-6199400a5a8c,"And she said, "" I think it's time. "" "" Okay. "" "" G'day, mate. You're coming with me. """,False,0.0,,,False,0,
eb4632f4-838c-494e-9af8-a547c3738f22,"You know? That's him all right. Commies, what are you going to do with them?",False,0.0,,,False,0,
c1db8443-bcb7-4c7a-a6d0-c749298deb57,"They take that test, they concentrate' Cause no one wants to be a waste But outside of The classroom walls The Geiger counter Tells it all Can't see or feel or smell or taste",False,0.0,,,False,0,
4e863dd4-0440-4bcd-98b6-2444aaea88b0,"She was just trying to help. Help herself, obviously. You look gross.",True,369.0,sexualization,sexual_objectification,True,1,
0acb450d-b56d-4c61-8399-54628fc9ccef,"I think the fan came on by itself. Typical woman, afraid of her own shadow. What did you say?",True,504.0,gender_essentialism|trivialization,assumptions_of_inferiority|traditional_gender_roles,True,2,
5244a44a-6a40-43eb-8e4e-9e33cd44d1c9,You just got ta make a good one. Really? How is he gonna make a good app?,False,0.0,,,False,0,
7acfdc68-8e81-496f-8c44-60015b1f705a,Hear about what happened on delta pod? What? Another cocktail?,False,0.0,,,False,0,
272cdda3-5fa2-49d4-85df-db4f4fb4be64,They said we could all move out there too and help with the cows. Dakota likes cows? She likes the idea of cows Dairy cows,False,0.0,,,False,0,
c4ece6f9-deb9-46b7-b02d-0152a495888c,You sure Mason has growing foods? I've got to go set up for Women and Wine. OK.,False,0.0,,,False,0,
0d05502a-e0d1-4add-8f31-cfa6c8d8266b,"So, Dorothy, the scarecrow, the tin woodman and the lion, are going through this dark forest to get to the city of emeralds, and they have to cross this river on a raft, but, the raft gets pulled down the river. "" This is bad. "" Said the tin woodman, "" for if we can not get to the land, "" "" we shall be carried into the country "" "" of the wicked witch of the west, "" "" and she will enchant us and make us slaves. "" "" And then I should get no brains. "" Said the scarecrow. "" And I should get no courage. "" Said the cowardly lion. "" And I should get no heart. "" Said the tin woodman. "" And I should never get back to Kansas. "" Said Dorothy.",False,0.0,,,False,0,
427bca9f-b17a-40ab-a5ce-01887b38067d,"No, I'm serious. Do you like it? Shit, yeah!",False,0.0,,,False,0,
0203930b-439d-4144-9fdf-7b10eceb00de,"These guys are tribal. Even the women hide Kalashnikovs under their Burkas. I bet every single one of the Hajis knows about his plan to attack the U.S., you know?",True,481.5,gender_essentialism|intersectional,traditional_gender_roles,True,2,
857bcaa7-b2b9-4643-9041-da02cd183439,"Shantaysia, why is she here? I don't know her. She's my dad's idea.",True,252.0,dehumanization,use_of_sexist_language,True,1,
adbdea8e-ac1e-42e1-9a10-f9343bf5be95,Know what I'm saying? But I'm eyeballing this cocksucker the whole time! Know what I'm saying?,True,137.0,transmisogyny_homophobia,,False,1,
8c312252-2aa0-4286-aa87-0b524580b259,Hear what? That he dropped you off so he can dip his turkey neck in another woman's gravy? Graham is not seeing another woman.,True,490.5,dehumanization|sexualization,sexual_objectification|use_of_sexist_language,True,2,
772081f8-3452-40d0-8885-2c5c8d9a5698,"That we prefer assholes. Biggest misconception women have about men? That we prefer bimbos, unless, of course, they have firm tits.",True,548.6666666666666,gender_essentialism|gendered_slurs|other|sexualization,sexual_objectification|traditional_gender_roles|use_of_sexist_language,True,3,
07cd4cb9-b484-4a06-960b-224b289a9698,"Hey, everybody. Vote for yourself. Hhow do we do that?",False,0.0,,,False,0,
4cdba5b9-af05-49f4-8e95-6d78bcadff08,We don't even know if she's alive or dead. We know she's alive. I talked to her on the phone.,False,0.0,,,False,0,
a3ccb186-7976-43fc-83bb-5c0a9bc8b94b,"Holy shit. Hey, whoa, whoa, hey, hey, hey, hold up. Look, she's in custody.",False,0.0,,,False,0,
3b324baf-a453-40de-afc8-4fba6a9e06fc,Why I can pay for my trip. I pay myself... So they will pay you.,False,0.0,,,False,0,
94bef1df-d48f-4873-b633-e541df3333c2,"Let her go.? ndale, Maria. It is okay.",False,0.0,,,False,0,
ff139aa3-42ec-4ea2-9875-1db294f71b7a,"Oh, you nearly gave me a heart attack. What are you doing here? I need to talk to you.",False,0.0,,,False,0,
4f6dff94-9720-4136-bd2d-df457e0f9e7d,It is a used pikring. It's yours. You know I do not use call the dick.,False,0.0,,,False,0,
5b3659fb-9292-4231-8fcd-e0c45644da07,"I'm sorry, Kirb. I can't concentrate. I think of her every three or four minutes.",False,0.0,,,False,0,
7186b73a-8100-44b9-9cd9-402021c6fcb8,"No, no, no, no, no, I'm just saying, you let me create the women's gymnastic team and the NCAA never has to find out. Okay, that's exactly what blackmail is. So it's a yes?",False,0.0,,,False,0,
